Music,Slow songs or fast songs,Movies,History,Psychology,Politics,Mathematics,Physics,Internet,PC,Economy Management,Biology,Chemistry,Reading,Geography,Foreign languages,Medicine,Law,Cars,Art exhibitions,Religion,"Countryside, outdoors",Dancing,Musical instruments,Writing,Passive sport,Active sport,Gardening,Celebrities,Shopping,Science and technology,Theatre,Fun with friends,Adrenaline sports,Pets,Flying,Storm,Darkness,Heights,Spiders,Snakes,Rats,Ageing,Dangerous dogs,Fear of public speaking,Healthy eating,Daily events,Prioritising workload,Writing notes,Workaholism,Thinking ahead,Final judgement,Reliability,Keeping promises,Loss of interest,Friends versus money,Funniness,Fake,Criminal damage,Decision making,Elections,Self-criticism,Judgment calls,Hypochondria,Empathy,Eating to survive,Giving,Compassion to animals,Borrowed stuff,Loneliness,Cheating in school,Health,Changing the past,God,Dreams,Charity,Number of friends,Waiting,New environment,Mood swings,Appearence and gestures,Socializing,Achievements,Responding to a serious letter,Children,Assertiveness,Getting angry,Knowing the right people,Public speaking,Unpopularity,Life struggles,Happiness in life,Energy levels,Small - big dogs,Personality,Finding lost valuables,Getting up,Interests or hobbies,Parents' advice,Questionnaires or polls,Age,Number of siblings,Gender,Left - right handed,Only child
5,3,4,5,2,5,1,1,2,2,2,1,1,3,5,3,1,5,3,3,2,4,2,5,1,4,5,2,3,4,2,2,4,3,5,3,3,3,2,2,5,2,4,5,1,4,3,4,5,5,5,3,5,5,3,3,4,1,5,3,3,3,4,2,4,5,2,3,5,2,3,3,2,4,3,2,4,1,5,2,1,3,4,2,3,3,4,4,3,3,1,4,5,4,3,3,1,5,4,4,18,1,female,right handed,no
5,2,3,2,4,3,3,3,4,4,2,5,5,1,1,3,5,1,1,1,4,3,1,3,1,5,4,4,3,4,5,2,4,2,5,1,1,3,2,4,4,1,2,5,4,3,4,2,2,5,5,5,5,4,3,3,3,4,1,4,5,4,3,2,4,2,2,2,5,4,2,3,4,5,3,3,2,2,2,2,4,1,4,4,3,2,1,4,5,3,1,4,2,1,3,3,4,2,3,3,20,1,male,left handed,no
5,3,5,1,2,2,2,2,3,3,4,4,2,2,3,3,4,2,1,2,4,4,2,2,1,3,1,1,4,4,2,3,5,4,3,3,2,2,1,2,3,4,3,4,5,3,3,2,3,2,3,3,4,4,2,4,4,2,3,3,4,3,3,2,4,2,4,3,4,3,4,4,3,5,4,2,3,4,3,3,4,3,2,4,5,4,3,3,4,4,3,3,4,3,4,3,4,3,4,3,18,1,female,right handed,no
5,3,4,5,3,3,1,3,5,3,3,5,5,3,5,4,5,2,5,3,3,4,3,3,2,5,5,5,2,3,5,2,5,5,5,1,1,2,2,2,1,1,2,3,4,2,3,3,3,3,4,1,3,3,2,5,4,1,4,2,5,4,3,3,4,1,3,5,4,3,3,4,4,3,3,1,3,2,4,3,5,5,3,2,3,4,4,3,1,4,2,3,4,2,4,2,2,4,4,3,19,1,male,right handed,no
5,4,5,4,4,4,4,1,3,1,5,1,1,1,3,3,2,2,1,1,1,4,1,1,1,4,3,3,3,2,1,2,5,2,4,2,4,2,2,1,1,1,1,3,2,3,2,3,3,1,3,3,5,4,4,3,3,1,1,4,5,3,3,1,4,1,2,5,5,1,3,2,5,4,3,1,3,4,2,3,3,3,4,3,4,5,4,3,4,4,5,5,4,1,3,2,5,3,4,2,19,0,female,right handed,yes
5,3,5,3,3,1,2,1,5,5,5,1,1,5,4,4,2,2,4,3,1,4,1,1,3,4,2,2,5,4,4,3,2,2,5,5,4,2,4,5,5,3,1,2,3,3,4,5,5,4,5,3,5,4,4,3,4,3,4,3,3,3,5,1,5,4,2,5,5,3,2,4,4,4,3,1,3,3,3,3,3,3,1,3,2,5,3,3,4,5,4,4,4,3,3,3,3,3,3,4,20,1,female,right handed,no
5,5,5,1,5,4,5,1,5,5,5,1,,1,5,5,1,3,5,1,1,3,1,1,1,3,5,1,1,3,1,3,5,3,1,5,1,1,4,1,3,1,3,3,3,3,,3,3,3,3,3,5,5,5,5,5,1,1,3,5,,3,1,1,5,1,5,3,3,5,3,3,3,5,3,4,2,4,2,4,5,3,1,3,5,3,5,5,3,1,4,5,4,3,5,3,5,3,3,18,0,male,right handed,yes
5,3,5,3,2,2,2,1,4,4,4,3,2,1,2,3,2,1,3,1,2,4,3,1,1,5,3,2,5,5,3,2,5,2,4,3,2,2,2,2,3,3,4,4,3,3,4,3,4,3,4,4,4,4,3,3,3,3,4,2,1,5,5,3,3,1,5,5,4,5,3,3,4,5,3,2,3,2,4,4,4,4,5,4,5,4,5,4,5,5,5,3,3,1,3,1,4,2,3,3,17,1,female,right handed,no
5,3,5,4,3,2,1,2,4,3,1,2,1,1,3,5,,1,1,2,2,3,1,1,1,,4,1,4,3,3,5,4,1,5,3,5,4,3,5,3,,4,4,5,2,3,1,4,3,3,3,,3,2,4,2,2,2,4,2,3,3,2,4,2,3,4,5,2,3,3,5,3,3,1,3,3,2,5,3,2,2,3,1,3,3,3,5,3,3,3,1,3,3,3,,2,3,2,22,0,female,right handed,yes
5,5,5,2,3,2,3,5,5,2,1,5,2,4,3,3,5,2,5,3,3,3,5,3,4,1,5,4,3,2,4,3,5,5,5,1,1,2,1,3,3,1,1,1,2,5,3,2,1,1,1,5,4,5,5,5,3,3,3,1,1,5,5,1,1,4,2,3,1,3,4,4,5,5,3,3,4,3,5,3,3,2,3,1,5,3,5,3,4,3,1,4,5,5,4,1,2,2,3,3,17,1,male,right handed,yes
4,3,5,3,3,2,4,4,5,2,1,5,5,5,3,3,5,2,2,2,5,5,4,1,4,5,3,3,1,3,3,4,3,1,5,5,5,4,3,3,4,2,5,5,1,3,3,3,5,2,2,5,4,5,3,3,1,1,1,5,3,4,5,1,2,3,3,4,5,5,2,5,3,5,2,1,2,3,1,5,3,2,3,5,5,1,3,2,5,3,5,3,3,1,3,4,3,2,4,3,22,2,female,right handed,no
5,2,4,5,3,3,3,2,5,3,2,3,3,5,5,3,3,2,2,3,3,3,2,5,4,5,5,3,2,4,3,3,5,3,5,3,1,1,4,3,3,3,1,3,2,3,3,3,5,3,4,5,4,4,3,5,4,1,2,3,3,5,5,1,5,4,4,4,4,3,3,4,2,5,4,3,5,3,3,3,4,3,3,4,4,5,3,4,1,4,4,4,4,1,3,3,4,5,5,5,16,1,female,right handed,yes
5,2,5,4,4,3,1,1,5,4,3,1,1,5,5,5,2,2,1,1,1,5,1,1,1,3,2,2,2,4,3,4,5,3,2,3,2,1,1,4,1,1,4,4,3,2,3,3,2,5,3,2,4,5,1,5,3,2,2,3,5,4,4,1,5,2,3,5,3,5,2,2,3,2,4,4,4,2,4,2,4,2,3,2,4,4,4,2,4,4,5,3,4,4,3,2,4,4,4,3,24,1,female,right handed,no
5,5,5,5,2,2,3,2,3,5,4,3,3,2,2,2,2,2,5,3,4,4,4,4,2,3,5,2,2,3,5,5,5,4,3,1,1,1,3,1,2,1,1,2,2,3,4,3,4,3,4,2,4,4,4,5,4,3,2,3,3,4,3,4,5,4,4,5,5,4,4,4,4,5,4,3,3,4,2,5,2,5,3,2,1,4,2,5,2,5,2,3,1,5,4,3,2,5,2,3,17,1,male,right handed,no
5,4,5,1,1,3,5,5,3,4,1,3,5,1,3,3,4,1,2,1,1,4,1,1,1,1,1,2,3,2,5,1,4,1,4,4,1,1,4,5,5,4,1,5,3,3,3,3,4,5,3,2,5,4,1,3,3,1,3,4,1,2,4,1,2,3,1,1,5,2,5,4,2,4,3,1,3,2,3,3,4,1,3,3,2,3,2,2,5,3,2,4,3,2,3,2,5,4,4,4,17,1,male,left handed,no
5,3,5,3,3,4,4,5,3,3,5,1,1,1,1,1,1,4,5,1,3,5,2,1,1,1,5,4,4,1,5,2,5,5,5,3,1,1,4,3,1,1,1,1,2,4,3,3,1,1,5,3,5,5,1,5,5,2,5,2,1,1,3,1,1,1,5,5,5,2,5,5,4,5,4,2,5,1,1,5,5,3,5,1,3,5,5,5,5,1,1,5,4,5,5,1,5,5,1,1,17,2,male,right handed,no
5,3,5,2,2,1,3,1,5,2,4,2,1,3,1,3,1,2,1,4,5,5,5,5,2,4,2,1,4,5,4,5,5,4,1,3,5,5,4,2,5,3,5,4,5,3,4,2,3,2,3,4,3,3,5,4,4,3,4,3,1,4,4,2,4,2,4,4,3,4,5,5,4,5,3,2,3,1,4,4,5,3,4,3,5,5,5,5,5,3,5,3,4,2,2,1,5,4,3,2,15,3,female,left handed,no
5,3,5,5,2,5,1,1,2,2,3,1,1,3,5,3,2,5,3,2,2,4,2,5,1,4,5,2,3,4,2,2,3,2,5,3,4,3,2,2,5,2,4,5,1,4,4,4,5,5,5,3,5,5,3,3,5,2,4,2,3,4,4,2,4,4,2,4,5,3,3,4,2,4,3,2,4,1,5,3,2,3,4,2,3,3,4,5,2,3,1,4,5,4,3,3,1,5,4,4,18,2,female,right handed,no
5,1,4,5,3,4,1,2,3,1,1,2,2,5,4,4,2,3,1,1,5,3,1,2,5,2,1,1,2,1,4,2,4,2,1,1,4,4,4,5,4,1,3,5,1,1,3,2,5,4,4,3,2,2,4,3,4,3,3,2,5,5,3,3,5,1,3,5,3,2,5,3,4,5,3,3,4,2,5,5,4,5,3,4,5,5,5,5,3,5,5,4,4,1,3,3,3,4,3,3,18,2,female,right handed,no
5,4,5,3,3,2,1,1,5,5,1,1,1,1,1,3,1,1,4,3,1,3,5,3,4,5,5,3,4,5,5,1,5,5,2,1,4,4,1,5,5,5,5,5,2,2,5,1,1,1,2,1,3,2,5,1,2,3,5,5,1,5,5,5,1,4,1,5,5,5,5,4,5,1,3,1,3,1,5,1,5,3,5,1,4,1,5,5,5,5,1,1,2,3,2,1,5,5,2,2,16,1,male,right handed,no
5,3,3,2,3,2,4,3,3,3,4,2,3,2,4,3,1,1,1,3,1,2,4,2,1,5,3,1,2,3,2,3,5,4,5,2,2,3,2,5,2,2,4,1,3,3,2,2,1,3,5,1,4,3,3,5,3,2,2,3,1,4,2,2,4,2,3,5,3,2,5,3,3,3,3,1,4,2,4,3,5,3,4,3,3,5,4,4,5,4,3,4,4,3,3,1,3,3,4,3,20,1,female,right handed,yes
5,4,4,2,3,1,1,1,3,3,3,5,3,5,2,4,2,2,1,3,1,5,5,2,1,3,4,5,2,3,3,3,4,1,5,3,4,4,3,3,3,1,3,2,4,3,3,3,3,3,3,3,4,4,2,5,4,2,1,3,4,2,4,2,5,2,,5,5,3,2,4,2,1,3,2,5,3,4,3,4,3,4,4,4,3,3,3,5,3,5,4,5,5,3,5,5,4,4,2,29,2,female,right handed,no
5,3,4,1,1,4,1,1,4,2,5,1,1,1,2,3,1,1,1,1,1,4,1,3,1,5,2,4,5,4,1,1,4,1,1,5,4,3,5,3,5,5,1,5,3,3,3,5,5,4,3,4,4,4,4,4,1,1,2,4,5,3,3,1,3,1,3,1,4,2,2,3,2,5,3,1,2,3,3,3,3,3,4,2,4,4,5,3,4,4,5,4,4,2,3,3,2,4,4,3,24,3,female,right handed,no
4,3,4,3,3,1,3,1,4,1,5,1,2,4,4,5,1,3,3,3,1,4,1,1,1,5,2,3,3,3,2,2,4,3,4,2,2,3,3,1,5,4,2,4,3,3,1,2,1,3,3,3,4,4,2,4,3,2,1,2,4,5,4,3,4,1,2,5,5,3,3,4,3,2,3,2,4,2,4,3,4,3,3,4,3,5,2,4,3,3,4,4,4,4,4,3,3,4,3,2,18,0,female,right handed,yes
5,4,5,5,5,2,1,1,5,4,1,1,1,3,4,1,1,1,4,3,1,3,1,1,1,5,3,1,2,3,2,1,5,3,5,1,2,2,1,1,3,3,1,4,1,1,3,3,1,1,2,1,3,3,5,3,4,2,5,2,1,2,5,1,4,1,2,4,2,2,5,1,4,4,4,2,3,3,2,2,3,3,3,4,4,4,3,3,2,3,3,3,3,5,3,1,5,3,3,1,17,1,male,right handed,yes
5,4,5,2,2,1,2,2,5,5,4,1,1,1,2,4,1,1,2,1,1,3,1,1,1,3,5,1,3,2,4,1,4,5,1,5,2,2,2,2,4,4,4,4,5,3,3,1,4,5,5,1,3,3,5,5,3,2,5,5,1,5,3,5,3,4,1,1,3,4,5,5,5,1,5,1,3,1,3,5,4,3,2,3,3,5,5,5,5,3,3,3,4,1,3,1,5,5,3,1,18,1,male,left handed,no
5,4,5,3,2,1,3,3,4,4,1,4,4,4,4,2,3,1,1,2,1,5,5,5,1,1,5,5,1,4,4,5,5,4,4,1,1,2,1,5,3,2,4,2,1,4,4,3,3,3,3,1,4,4,2,5,5,4,3,5,4,4,5,1,5,1,4,2,4,3,2,2,3,3,5,1,4,3,4,4,5,2,2,2,3,3,3,4,4,1,1,5,5,2,4,2,3,5,3,3,16,1,male,right handed,no
5,4,5,3,2,2,2,1,4,,4,3,1,2,3,4,1,1,3,2,1,5,1,1,1,4,5,1,3,5,1,3,5,5,5,1,5,4,1,5,2,3,3,5,2,3,3,1,2,2,5,1,4,3,3,5,5,2,3,2,1,2,5,4,3,2,3,5,3,2,5,5,5,3,3,2,3,3,5,2,4,5,5,3,4,5,3,5,3,3,4,4,5,5,4,3,5,4,4,5,17,2,female,right handed,no
2,3,5,2,2,1,2,2,5,5,1,1,1,1,1,1,1,1,4,1,1,1,1,1,1,4,3,1,1,1,5,1,5,3,3,1,1,1,3,1,1,1,2,3,3,2,3,1,2,2,3,3,3,3,3,5,3,1,2,3,3,3,3,2,3,4,3,4,4,2,5,3,4,3,4,2,3,3,4,3,3,2,2,4,3,3,2,2,5,5,2,4,3,2,3,1,5,2,3,1,20,2,male,right handed,no
5,3,5,3,3,2,5,4,5,3,2,5,5,4,4,5,5,2,2,2,3,5,3,4,1,5,5,4,4,5,3,3,5,4,5,1,2,4,2,5,5,2,2,3,4,3,4,5,4,4,3,2,5,5,2,3,4,1,,3,1,4,3,1,2,2,4,5,5,3,3,3,2,5,3,3,3,3,5,2,3,4,3,1,5,3,3,4,5,3,4,4,5,3,3,3,4,4,4,4,16,1,female,right handed,no
5,5,5,1,1,1,1,5,5,3,1,5,5,1,2,3,5,1,3,1,1,5,1,1,1,5,1,3,1,1,2,1,5,5,2,3,3,3,3,3,1,1,1,2,3,4,3,4,5,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,4,19,1,male,right handed,no
5,3,5,4,4,4,2,2,2,2,4,2,2,5,4,5,2,4,3,4,2,2,2,4,3,1,3,2,2,4,2,5,5,3,3,2,1,3,2,3,3,2,2,3,3,3,4,3,4,4,3,3,3,4,2,4,4,2,2,4,5,5,4,2,4,2,3,5,3,4,3,3,5,5,3,3,3,3,3,3,4,4,2,3,4,1,3,4,4,5,4,3,3,3,3,3,5,2,4,3,18,1,female,right handed,no
5,3,5,3,4,4,4,4,4,3,4,5,2,5,3,4,3,3,3,4,5,5,3,5,4,1,4,3,4,5,4,5,5,1,4,1,1,3,3,3,5,5,3,4,2,3,4,4,5,4,4,2,5,4,3,5,2,1,1,4,1,3,4,1,5,1,5,5,5,1,4,4,2,5,4,3,4,3,4,2,5,4,3,2,5,5,3,4,4,5,4,4,4,1,3,3,2,5,5,3,20,1,female,right handed,no
5,4,5,4,2,4,4,2,5,5,4,1,1,3,3,4,2,4,4,1,1,3,1,1,2,5,5,1,3,3,3,,5,2,1,1,1,1,1,5,4,2,1,3,1,3,3,5,3,3,4,4,4,4,4,5,3,3,5,5,5,3,5,3,3,2,2,1,4,3,4,3,4,4,4,3,5,3,4,4,2,3,4,2,4,1,4,3,5,4,2,4,2,5,3,2,5,2,5,3,19,1,male,right handed,no
4,4,4,5,2,4,5,5,5,4,4,2,2,2,4,4,2,2,3,1,1,3,1,1,1,5,3,1,3,1,5,2,4,2,3,1,1,1,4,1,1,3,2,4,2,5,3,3,3,3,4,3,4,4,3,3,3,1,3,3,1,5,3,1,2,2,3,4,4,1,3,4,2,2,3,1,3,3,3,3,3,2,2,3,1,2,2,4,3,3,1,3,3,4,4,4,4,4,3,3,18,1,male,left handed,no
5,4,4,1,3,1,3,2,3,3,2,4,3,1,1,3,3,2,4,2,1,3,1,3,1,5,5,2,1,3,2,3,3,3,5,1,1,1,5,5,1,1,3,1,2,5,,3,2,3,2,1,5,3,5,2,3,2,4,3,4,3,5,1,3,1,5,5,3,3,4,3,2,2,4,3,3,3,4,2,5,4,4,3,4,4,3,4,3,4,3,4,5,4,4,2,2,4,4,4,21,0,male,right handed,yes
4,3,5,5,2,2,2,2,4,4,1,1,2,2,4,3,1,1,1,1,2,4,2,2,1,3,4,2,3,2,2,2,4,1,5,3,1,3,5,4,3,1,3,5,4,3,3,4,2,2,4,3,4,4,4,4,5,2,2,4,4,4,4,2,2,3,3,5,5,3,2,3,2,1,4,2,3,2,3,4,4,3,5,4,2,3,4,4,3,3,1,3,3,2,3,2,3,2,4,3,19,2,male,right handed,no
5,3,5,5,2,2,1,1,3,1,1,2,1,5,1,5,2,2,3,3,1,3,1,1,1,1,5,1,3,5,2,3,5,1,5,5,1,3,3,5,5,2,3,2,4,1,4,1,1,2,2,1,5,5,5,3,2,1,1,3,4,5,5,1,5,1,1,4,4,3,5,3,1,1,4,1,3,2,3,4,4,3,2,3,4,3,3,3,4,3,3,4,4,3,3,1,4,1,3,2,20,2,female,right handed,no
5,3,5,4,4,3,5,1,5,3,5,3,1,1,1,3,1,1,3,2,1,3,4,1,2,5,5,1,4,5,4,,4,,2,4,1,2,3,2,5,1,5,5,5,2,4,4,5,4,4,3,3,2,3,2,2,3,5,5,5,5,4,4,4,1,2,2,5,4,5,5,4,1,3,1,3,3,2,4,5,2,2,5,2,1,4,3,5,5,5,2,2,2,3,1,3,1,4,2,23,1,female,right handed,no
5,1,5,4,5,1,1,2,4,5,3,2,2,4,1,5,3,1,4,5,5,5,4,5,4,3,5,2,1,3,3,5,5,3,5,2,2,4,1,1,2,4,5,3,1,3,1,4,5,5,5,5,5,5,4,5,5,1,3,3,5,5,5,3,5,4,5,5,5,1,2,4,4,5,5,1,5,2,4,4,2,5,1,2,5,5,2,4,3,1,5,5,5,3,3,2,2,5,3,5,19,1,female,right handed,no
5,3,5,5,4,1,1,,4,3,2,1,2,5,3,5,3,2,4,1,1,2,2,4,2,3,3,1,2,2,4,5,5,5,3,1,1,1,4,5,5,1,2,2,4,4,2,5,4,4,4,1,4,5,3,5,4,1,4,3,5,5,4,4,4,4,5,5,4,3,5,4,1,,3,3,4,2,4,5,2,3,1,1,4,5,5,2,3,5,4,,5,5,3,3,2,2,4,5,19,2,female,right handed,no
5,3,5,5,4,1,1,1,3,2,1,1,1,5,4,5,2,1,3,1,2,2,2,5,2,1,4,1,2,1,4,5,5,5,3,1,1,1,2,5,5,1,2,2,4,4,2,5,4,4,4,1,4,5,3,1,3,1,4,4,5,5,4,4,5,4,4,5,5,3,5,4,1,1,3,2,4,1,4,5,2,3,1,1,4,4,5,2,2,4,4,5,3,4,3,3,2,2,4,5,19,2,female,right handed,no
2,4,5,3,3,2,2,1,4,4,5,1,1,1,4,3,1,1,2,2,1,2,1,1,1,5,5,1,3,4,3,2,4,4,1,1,2,2,2,4,4,3,1,5,3,4,5,4,2,4,5,1,5,4,3,4,2,1,2,3,5,4,5,1,3,1,2,1,5,4,5,4,4,3,3,3,4,3,4,2,4,3,2,2,2,2,2,3,5,4,1,4,3,2,3,1,1,4,4,3,20,2,male,right handed,no
5,3,5,5,5,4,1,1,3,2,4,4,4,4,5,,4,4,5,4,4,5,1,3,2,4,3,1,1,3,2,3,4,5,1,1,1,1,1,1,1,1,3,1,1,4,4,3,,3,4,5,4,5,2,5,4,2,2,2,5,2,4,1,2,2,3,4,4,2,3,1,3,5,4,3,3,4,4,2,4,3,3,3,4,4,1,1,1,3,2,4,4,4,3,2,2,4,3,1,24,5,male,right handed,no
5,2,5,1,1,2,5,2,5,5,1,1,1,1,2,4,1,2,3,1,1,1,1,1,1,4,3,1,3,2,,1,5,3,1,3,2,2,3,1,1,1,1,3,3,4,5,5,3,5,5,1,5,5,2,4,4,2,5,4,5,3,3,1,3,4,4,2,5,3,4,3,4,1,4,1,3,4,4,4,3,3,3,3,2,4,3,3,5,4,1,3,4,3,2,3,5,3,5,5,19,1,male,right handed,no
5,3,5,5,1,2,1,1,4,5,2,1,1,3,3,4,1,2,5,1,3,4,2,1,1,5,5,1,1,2,4,3,5,5,3,3,1,1,2,1,3,1,5,4,3,3,3,1,1,2,5,5,3,5,4,5,5,3,5,3,3,5,5,1,5,4,2,5,5,3,5,5,5,5,3,1,4,3,3,2,4,3,3,3,3,3,1,5,3,4,1,4,5,4,3,1,5,3,4,3,20,2,male,right handed,no
5,4,5,3,4,2,1,1,4,4,4,,2,5,5,5,4,2,4,1,1,,1,1,1,5,2,3,5,5,3,2,5,4,5,1,1,1,1,1,1,1,2,1,5,4,3,1,4,3,3,4,,5,2,4,2,1,5,5,1,5,3,3,5,5,5,5,5,3,3,3,5,1,2,2,3,2,2,4,5,2,2,2,5,5,3,3,5,4,5,4,4,5,4,3,5,4,4,4,18,1,female,right handed,no
5,3,4,4,3,4,4,3,5,4,3,4,2,3,3,2,3,3,5,2,1,5,1,2,1,3,5,3,3,3,3,2,3,5,5,1,1,1,2,2,2,1,5,3,3,4,3,3,3,3,4,1,4,4,3,4,3,1,1,1,3,4,2,4,3,4,4,4,4,2,4,4,4,3,3,3,3,3,4,4,4,3,3,4,2,4,4,2,4,3,2,2,3,3,3,3,3,3,3,2,17,1,male,left handed,no
5,4,5,4,4,2,2,1,5,2,2,5,4,5,4,5,5,1,2,2,1,5,4,2,1,3,3,3,1,5,3,3,5,3,5,3,5,5,4,5,5,4,2,5,3,3,2,2,3,5,3,2,4,4,2,3,4,4,1,3,5,4,3,3,3,1,2,2,5,2,2,5,4,2,3,2,3,5,5,2,4,5,3,2,5,2,1,5,3,5,4,4,4,3,3,3,3,3,3,4,19,2,female,right handed,no
5,3,5,2,5,1,5,3,3,3,3,5,5,5,2,3,5,2,2,3,5,5,5,5,3,2,5,3,1,3,3,3,5,2,3,2,4,1,3,2,3,2,1,5,1,1,2,3,3,4,4,3,4,5,1,4,1,1,1,2,5,1,5,1,4,3,3,4,4,1,2,3,1,5,4,3,5,3,4,2,4,5,3,2,5,4,1,3,2,3,2,5,4,2,4,3,3,5,3,3,19,4,female,right handed,no
4,4,4,3,3,3,1,3,5,5,5,1,1,1,2,4,1,1,4,2,3,5,1,1,1,1,1,1,1,3,5,1,2,2,1,1,1,1,1,1,1,1,1,3,2,2,3,4,4,4,5,1,5,5,3,3,3,1,5,3,4,5,4,1,4,2,1,2,5,2,5,3,1,1,3,1,1,4,4,1,3,3,4,3,1,3,3,4,2,5,2,4,3,1,3,1,1,3,2,2,20,2,male,right handed,no
5,4,5,5,4,3,1,1,4,2,1,1,1,1,5,4,1,1,5,1,1,4,1,1,1,5,4,1,3,1,3,,5,5,1,1,1,1,2,2,5,3,1,2,3,3,4,1,3,2,4,1,4,4,1,3,4,4,1,5,4,5,5,1,5,4,3,2,5,4,5,1,5,1,4,2,3,1,2,4,4,4,4,2,3,3,1,2,4,4,2,1,4,3,2,1,5,4,3,2,20,0,male,left handed,yes
5,3,5,2,2,1,1,2,2,1,1,5,5,2,2,3,5,1,2,1,1,4,3,1,1,5,4,1,3,5,4,3,5,5,5,3,3,3,5,5,5,5,4,3,5,4,3,4,5,4,2,3,3,3,1,3,3,3,5,1,5,5,4,3,5,2,4,5,4,4,5,4,4,3,4,1,3,1,3,4,5,4,3,2,5,5,4,3,5,5,5,4,4,4,3,3,3,3,4,3,21,1,female,right handed,no
5,3,5,2,1,1,3,2,5,2,1,5,5,4,2,3,3,1,3,1,1,3,1,1,1,5,5,2,2,3,2,4,3,1,1,3,2,2,3,5,4,3,5,5,5,3,2,3,1,4,1,1,5,4,5,1,3,2,1,4,4,5,5,1,3,2,1,2,4,2,2,3,4,1,3,1,2,4,5,3,3,3,3,5,4,4,5,2,5,3,4,3,3,1,3,5,4,3,3,2,20,2,female,right handed,no
5,5,5,2,1,1,1,1,3,1,1,5,3,1,1,3,3,1,1,1,1,3,4,1,1,4,5,,3,3,2,2,4,1,5,3,4,5,4,5,2,2,1,2,3,3,5,2,4,3,5,1,5,4,1,5,1,1,5,5,5,5,5,1,5,1,3,5,4,2,5,5,1,1,3,3,4,1,4,3,2,5,1,3,5,2,5,1,5,5,5,4,5,1,4,5,5,5,4,2,20,1,female,right handed,no
5,3,5,3,5,4,5,4,5,4,5,5,5,5,4,5,5,3,4,5,4,4,2,4,3,5,3,2,1,2,3,4,5,5,4,3,2,2,1,1,1,1,1,4,4,3,4,2,4,3,5,1,4,4,3,3,2,2,4,4,1,5,5,2,5,2,4,2,5,4,5,3,4,3,4,1,2,2,2,5,3,4,3,3,4,4,4,4,4,4,3,3,3,2,3,5,5,3,3,2,17,0,female,right handed,yes
5,5,5,4,4,1,5,1,4,1,1,1,1,2,2,3,1,1,1,4,1,5,5,2,1,5,2,2,1,3,1,4,5,5,5,2,4,5,3,2,1,1,5,1,1,1,1,1,1,1,2,1,3,3,2,5,4,2,3,4,1,3,4,2,5,4,2,5,1,2,5,4,5,2,3,2,3,3,3,4,5,3,4,3,5,4,4,3,2,2,4,3,3,4,4,2,2,2,4,2,20,2,female,right handed,no
5,3,5,3,5,4,3,3,5,5,4,3,2,2,3,3,2,4,3,3,4,4,5,5,1,3,5,1,2,3,5,4,4,3,3,2,1,2,2,2,3,3,2,2,2,3,5,3,3,4,3,3,4,5,1,2,3,2,2,3,5,3,4,2,4,3,3,3,5,3,5,3,3,5,3,2,4,4,3,4,4,2,3,4,3,5,4,2,2,5,2,4,5,3,3,1,3,4,4,3,25,2,male,right handed,no
5,4,5,3,4,1,2,1,4,3,2,5,5,2,2,4,4,1,2,1,2,3,4,5,1,3,3,1,4,5,3,2,5,5,4,2,2,1,2,2,5,1,2,2,3,2,2,3,3,3,4,3,5,5,1,5,3,1,1,5,3,3,4,1,4,2,5,5,5,2,3,4,4,5,3,1,5,1,4,3,1,5,2,1,5,3,2,5,5,4,4,3,4,1,4,2,5,4,3,3,20,1,female,left handed,no
5,4,5,5,5,3,2,1,4,2,2,1,1,5,2,4,1,3,2,4,1,1,2,1,1,4,1,1,1,4,3,5,5,2,5,1,2,2,2,2,2,2,3,4,3,3,1,1,3,1,2,1,5,4,2,4,4,5,1,4,5,3,5,1,4,1,3,5,2,1,5,5,2,1,3,3,3,4,4,3,4,2,2,2,5,5,2,2,5,3,3,3,4,4,3,1,2,4,3,2,21,1,female,right handed,no
5,3,5,4,2,2,1,1,5,4,1,5,1,2,2,4,4,2,5,2,1,4,5,1,2,,5,1,5,5,2,2,5,4,5,3,5,5,5,5,5,5,5,5,4,4,4,3,2,3,4,3,4,3,5,5,5,2,1,1,1,5,5,1,5,2,5,5,5,2,5,5,3,2,4,2,5,2,4,2,4,4,2,4,4,4,3,5,5,5,4,4,5,2,5,1,5,5,4,2,21,0,female,right handed,yes
5,3,5,1,2,2,5,2,5,5,2,1,1,1,4,3,1,1,2,2,1,2,1,2,1,1,4,1,1,2,5,3,5,3,1,2,1,1,3,2,4,2,3,4,3,4,3,4,4,4,2,2,4,4,2,4,3,2,2,3,1,3,4,1,4,1,3,4,4,2,3,4,4,3,4,1,3,1,3,2,3,3,3,3,3,3,3,3,3,3,2,5,4,2,3,2,3,3,3,1,22,1,male,right handed,no
5,4,2,2,5,1,5,1,5,1,1,4,3,5,2,5,3,2,1,4,3,3,1,1,1,4,1,1,1,5,2,4,5,1,1,2,4,2,2,5,5,3,3,4,5,3,3,4,5,3,3,4,4,4,2,4,3,1,,3,1,4,5,1,4,3,4,4,4,4,4,3,4,5,3,3,3,3,3,4,4,2,1,4,2,3,4,5,4,5,5,3,4,3,3,3,1,3,3,2,19,1,female,right handed,no
